id;timestamp;vehicle_owner;vehicle_plate;space_id
62;2025-05-14 19:00:39.805351;Laura Haney;IWG-144;18
63;2025-05-14 19:00:39.805351;William Barrett;FMX-611;4
64;2025-05-14 19:02:39.805351;Keith Jennings;ENP-997;19
65;2025-05-14 19:04:39.805351;Amber Obrien;BNW-008;22
66;2025-05-14 19:05:39.805351;Tanner Mitchell DDS;ZQL-512;31
67;2025-05-14 19:07:39.805351;Heather Fields;HZP-570;41
68;2025-05-14 19:08:39.805351;Megan Le;ACG-657;35
69;2025-05-14 19:08:39.805351;Sara Fuller;CBC-674;45
70;2025-05-14 19:08:39.805351;Maria Parker;IWG-144;30
71;2025-05-14 19:08:39.805351;Kevin Oconnor;BNW-008;21
72;2025-05-14 19:09:39.805351;Edward Burgess;SBF-202;19
73;2025-05-14 19:10:39.805351;Carlos Ryan;KMW-910;46
74;2025-05-14 19:11:39.805351;Kiara Mcintyre;TOT-453;33
75;2025-05-14 19:13:39.805351;Dawn Summers;TOT-453;3
76;2025-05-14 19:15:39.805351;Dr. Paul Morgan;HZP-570;46
77;2025-05-14 19:16:39.805351;Victor Taylor;KMW-910;4
78;2025-05-14 19:21:39.805351;Shannon Ramsey;ENP-997;47
79;2025-05-14 19:21:39.805351;Tracy Ballard;IWG-144;29
80;2025-05-14 19:23:39.805351;Richard Smith;SBF-202;30
81;2025-05-14 19:24:39.805351;Jordan Chambers;IWG-144;45
82;2025-05-14 19:24:39.805351;Lauren Carson;DTO-750;17
83;2025-05-14 19:24:39.805351;Ashley Hall;OMU-810;39
84;2025-05-14 19:28:39.805351;Stephen Hoffman;BGR-219;40
85;2025-05-14 19:29:39.805351;Connie Brown;KYZ-571;8
86;2025-05-14 19:30:39.805351;Susan Turner;DTO-750;27
87;2025-05-14 19:30:39.805351;Charles Shah;GDC-755;41
88;2025-05-14 19:34:39.805351;Johnathan Davis;CBC-674;44
89;2025-05-14 19:36:39.805351;Brandy Chavez;PBC-653;47
90;2025-05-14 19:38:39.805351;Natalie Bautista;VZN-169;14
91;2025-05-14 19:39:39.805351;Patrick Moore;QJJ-229;15
92;2025-05-14 19:40:39.805351;Brett Burns;QPE-713;23
93;2025-05-14 19:41:39.805351;Trevor Johnson;CJJ-320;8
94;2025-05-14 19:42:39.805351;Jeremy Sampson;QJJ-229;34
95;2025-05-14 19:43:39.805351;Ariana Jennings;QPE-713;46
96;2025-05-14 19:43:39.805351;Vanessa Howard;IPF-206;15
97;2025-05-14 19:45:39.805351;Colton Martinez;LDX-026;1
98;2025-05-14 19:45:39.805351;Jordan Bates;IWG-144;49
99;2025-05-14 19:47:39.805351;Linda Smith;QJJ-229;16
100;2025-05-14 19:48:39.805351;Dana Martinez;SBF-202;33
101;2025-05-14 19:48:39.805351;Andrea Hubbard;FMX-611;33
102;2025-05-14 19:50:39.805351;Daniel Kane;YWV-308;19
103;2025-05-14 19:51:39.805351;Charles Lester;ENP-997;37
104;2025-05-14 19:52:39.805351;Scott Thomas;LWO-098;16
105;2025-05-14 19:54:39.805351;David Thompson;ZQL-512;19
106;2025-05-14 19:55:39.805351;Allison Smith;SBF-202;1
107;2025-05-14 20:00:39.805351;Cynthia Morris;VZN-169;49
108;2025-05-14 20:05:39.805351;Anthony Harmon;QJJ-229;42
109;2025-05-14 20:05:39.805351;Nichole Alvarez;HZP-570;7
110;2025-05-14 20:07:39.805351;Kayla Rodriguez;TOT-453;22
111;2025-05-14 20:10:39.805351;Theresa Williams;QPE-713;41
112;2025-05-14 20:12:39.805351;Sharon Boyd;IWG-144;34
113;2025-05-14 20:14:39.805351;Victor Brown;CBC-674;47
114;2025-05-14 20:15:39.805351;James Parks;PBC-653;11
115;2025-05-14 20:15:39.805351;Theodore Jones Jr.;TIH-107;6
116;2025-05-14 20:17:39.805351;Ana Hill;PBC-653;28
117;2025-05-14 20:17:39.805351;Kimberly Nguyen;TIH-107;9
118;2025-05-14 20:19:39.805351;Kerry Chavez DDS;BJZ-598;41
119;2025-05-14 20:21:39.805351;Michael Farrell;HZP-570;37
120;2025-05-14 20:23:39.805351;Patricia Le;VZN-169;8
121;2025-05-14 20:24:39.805351;Jesse Perez;KMW-910;3
122;2025-05-14 20:24:39.805351;Jesse Perry;YWV-308;39
123;2025-05-14 20:27:39.805351;Jeffery Ortega;MSR-904;38
124;2025-05-14 20:28:39.805351;Christian Leblanc;BGR-219;10
125;2025-05-14 20:28:39.805351;Ronald Davis;LDX-026;4
126;2025-05-14 20:30:39.805351;Parker Cain;ENP-997;29
127;2025-05-14 20:30:39.805351;Laurie Hoffman;FMX-611;17
128;2025-05-14 20:32:39.805351;Bryan Gomez;MSR-904;33
129;2025-05-14 20:33:39.805351;Nicole Parrish;LDX-026;27
130;2025-05-14 20:36:39.805351;Tracy Burke;FMX-611;33
131;2025-05-14 20:36:39.805351;Kenneth Lewis;RVU-203;2
132;2025-05-14 20:39:39.805351;Courtney Rodriguez;QPE-713;6
133;2025-05-14 20:43:39.805351;Holly Farmer;TOT-453;46
134;2025-05-14 20:43:39.805351;Renee Bruce;ZQL-512;20
135;2025-05-14 20:46:39.805351;Sabrina Austin;IWG-144;25
136;2025-05-14 20:48:39.805351;Allison Hickman;SBF-202;1
137;2025-05-14 20:49:39.805351;Debra White;SBF-202;12
138;2025-05-14 20:50:39.805351;Ellen Morgan;BNW-008;32
139;2025-05-14 20:50:39.805351;Sergio Knight;FMX-611;48
140;2025-05-14 20:50:39.805351;Charles Schultz;ACG-657;40
141;2025-05-14 20:52:39.805351;Paul Lewis;ZQL-512;4
142;2025-05-14 20:53:39.805351;Glen Wood;PBC-653;40
143;2025-05-14 20:54:39.805351;Paula Bradley;PBC-653;9
144;2025-05-14 20:55:39.805351;Anthony Moore;PBC-653;7
145;2025-05-14 20:56:39.805351;Megan Nelson;TIH-107;24
146;2025-05-14 20:58:39.805351;Karla Ramos;LWO-098;11
147;2025-05-14 20:59:39.805351;Paul Wilson;IWG-144;50
148;2025-05-14 20:59:39.805351;Douglas Gregory;YWV-308;47
149;2025-05-14 21:00:39.805351;Mr. Andrew Foster;VZN-169;7
150;2025-05-14 21:01:39.805351;Aimee Turner;IWG-144;46
151;2025-05-14 21:02:39.805351;Chad Scott;TOT-453;27
152;2025-05-14 21:04:39.805351;Adam Burgess;OMU-810;20
153;2025-05-14 21:04:39.805351;James Padilla;RVU-203;39
154;2025-05-14 21:06:39.805351;Sandra Drake;KMW-910;12
155;2025-05-14 21:07:39.805351;Scott Williams;KYZ-571;37
156;2025-05-14 21:07:39.805351;Thomas Atkins;QPE-713;42
157;2025-05-14 21:08:39.805351;Laura Mckinney;GDC-755;13
158;2025-05-14 21:09:39.805351;Brian Smith;FMX-611;42
159;2025-05-14 21:13:39.805351;Robert Montgomery;CBC-674;8
160;2025-05-14 21:14:39.805351;Tamara Davis;BNW-008;49
161;2025-05-14 21:14:39.805351;Dana Chapman;ACG-657;33
162;2025-05-14 21:17:39.805351;Jennifer Collins;RVU-203;8
163;2025-05-14 21:19:39.805351;Gary Jackson;SBF-202;44
164;2025-05-14 21:20:39.805351;Ashley Hicks;CBC-674;29
165;2025-05-14 21:21:39.805351;Hannah Luna;DTO-750;35
166;2025-05-14 21:23:39.805351;Robin Young;KYZ-571;23
167;2025-05-14 21:24:39.805351;Craig Morrison;RVU-203;7
168;2025-05-14 21:25:39.805351;Mary Thompson;ACG-657;2
169;2025-05-14 21:26:39.805351;Kathleen Webster;TOT-453;9
170;2025-05-14 21:26:39.805351;Joann Glass;GDC-755;24
171;2025-05-14 21:27:39.805351;Madison Weber;QPE-713;27
172;2025-05-14 21:29:39.805351;Lori Hernandez;KYZ-571;31
173;2025-05-14 21:33:39.805351;Jeremy Turner;QPE-713;35
174;2025-05-14 21:34:39.805351;Anthony Romero;VZN-169;12
175;2025-05-14 21:35:39.805351;Jesse Brown;QJJ-229;41
176;2025-05-14 21:36:39.805351;Angela Lin;LHW-714;24
177;2025-05-14 21:36:39.805351;Lisa Hunter;MSR-904;32
178;2025-05-14 21:37:39.805351;Julian Conner;LDX-026;49
179;2025-05-14 21:38:39.805351;Joanna Pacheco;BGR-219;2
180;2025-05-14 21:40:39.805351;Erica Alvarez;KYZ-571;47
181;2025-05-14 21:41:39.805351;Antonio Garcia;TOT-453;37
182;2025-05-14 21:41:39.805351;Gwendolyn Klein;QPE-713;49
183;2025-05-14 21:42:39.805351;Carrie Wright;CBC-674;28
184;2025-05-14 21:43:39.805351;Jeffrey Mills;CBC-674;4
185;2025-05-14 21:45:39.805351;Jake Campbell;TIH-107;19
186;2025-05-14 21:47:39.805351;George Harper;MSR-904;14
187;2025-05-14 21:49:39.805351;Maria Jones;IPF-206;32
188;2025-05-14 21:50:39.805351;Michael Mitchell;RVU-203;11
189;2025-05-14 21:52:39.805351;Mary Escobar;OMU-810;49
190;2025-05-14 21:52:39.805351;Felicia Aguilar;RVU-203;50
191;2025-05-14 21:53:39.805351;Gregory Ponce;VZN-169;10
192;2025-05-14 21:54:39.805351;Jenna Larson;ACG-657;18
193;2025-05-14 21:57:39.805351;Emily Bennett;LHW-714;13
194;2025-05-14 21:57:39.805351;Robin Santiago;CJJ-320;34
195;2025-05-14 22:00:39.805351;Nancy Jennings;CJJ-320;22
196;2025-05-14 22:00:39.805351;Maria Henderson;RVU-203;38
197;2025-05-14 22:01:39.805351;Jack White;GDC-755;42
198;2025-05-14 22:04:39.805351;Travis Tucker;GDC-755;31
199;2025-05-14 22:05:39.805351;Chad Jones;TOT-453;4
200;2025-05-14 22:07:39.805351;Ashley Wise;HZP-570;17
201;2025-05-14 22:07:39.805351;Sophia Johnson;IPF-206;33
202;2025-05-14 22:08:39.805351;Ralph Anderson;IWG-144;15
203;2025-05-14 22:10:39.805351;Christopher Guerra;MSR-904;47
204;2025-05-14 22:10:39.805351;Rhonda Martin;IPF-206;37
205;2025-05-14 22:12:39.805351;Jason Rhodes;LWO-098;4
206;2025-05-14 22:13:39.805351;Jeremy Mitchell;HZP-570;26
207;2025-05-14 22:17:39.805351;Joann Ferguson;TOT-453;21
208;2025-05-14 22:17:39.805351;Robert Harrison;KYZ-571;30
209;2025-05-14 22:17:39.805351;Holly Valentine;YWV-308;29
210;2025-05-14 22:19:39.805351;Mrs. Diane Reyes;CBC-674;22
211;2025-05-14 22:21:39.805351;Tracy Montoya;LWO-098;39
212;2025-05-14 22:22:39.805351;Brenda Wright;SZT-516;31
213;2025-05-14 22:29:39.805351;Shelly Spencer;TOT-453;14
214;2025-05-14 22:31:39.805351;Ryan Rosales;KYZ-571;49
215;2025-05-14 22:31:39.805351;Phillip Nelson;ACG-657;26
216;2025-05-14 22:31:39.805351;Brittany Kim;ACG-657;2
217;2025-05-14 22:31:39.805351;Courtney Hayes;LHW-714;16
218;2025-05-14 22:35:39.805351;Alexander Brown;QJJ-229;7
219;2025-05-14 22:37:39.805351;Cynthia Vang;YWV-308;27
220;2025-05-14 22:39:39.805351;Alfred Galvan;PBC-653;12
221;2025-05-14 22:40:39.805351;Marie Moody;KMW-910;16
222;2025-05-14 22:41:39.805351;Dustin Gallegos;IWG-144;26
223;2025-05-14 22:43:39.805351;Brenda Thornton;GDC-755;46
224;2025-05-14 22:43:39.805351;Aaron Miller;YWV-308;37
225;2025-05-14 22:44:39.805351;Ruben Dunn;DTO-750;30
226;2025-05-14 22:45:39.805351;Kelsey Rodriguez;TIH-107;15
227;2025-05-14 22:45:39.805351;Eric Williams;DTO-750;10
228;2025-05-14 22:46:39.805351;Riley Bryant;IPF-206;4
229;2025-05-14 22:46:39.805351;Taylor Carlson;GDC-755;42
230;2025-05-14 22:47:39.805351;Jose Allen;LDX-026;30
231;2025-05-14 22:48:39.805351;Jeffrey Mendez;CJJ-320;44
232;2025-05-14 22:49:39.805351;Jason Beck;LWO-098;25
233;2025-05-14 22:49:39.805351;William Jones;KMW-910;30
234;2025-05-14 22:51:39.805351;Katie Mcneil;VZN-169;10
235;2025-05-14 22:51:39.805351;Jeanette Harrison;CJJ-320;1
236;2025-05-14 22:52:39.805351;Veronica King;MSR-904;41
237;2025-05-14 22:54:39.805351;Richard Cooper;LWO-098;5
238;2025-05-14 22:54:39.805351;Lori Ingram;TIH-107;49
239;2025-05-14 22:54:39.805351;Evelyn Williams;FMX-611;31
240;2025-05-14 22:57:39.805351;Robin Thompson;IWG-144;29
241;2025-05-14 22:58:39.805351;Julie Dominguez;BNW-008;38
242;2025-05-14 22:59:39.805351;Robin Brown;CJJ-320;25
243;2025-05-14 22:59:39.805351;Judith Carter;CJJ-320;6
244;2025-05-14 23:01:39.805351;Curtis Williams;LWO-098;32
245;2025-05-14 23:01:39.805351;Kaylee Hays;OMU-810;10
246;2025-05-14 23:04:39.805351;Dawn Mullins;HZP-570;26
247;2025-05-14 23:06:39.805351;Howard Norman;OMU-810;18
248;2025-05-14 23:09:39.805351;Evelyn Martinez;ZQL-512;34
249;2025-05-14 23:10:39.805351;Steve Paul;IPF-206;12
250;2025-05-14 23:10:39.805351;Jasmine Beltran;SBF-202;23
251;2025-05-14 23:10:39.805351;Jonathan Glass MD;IPF-206;29
252;2025-05-14 23:12:39.805351;Monica Miller;DTO-750;10
253;2025-05-14 23:15:39.805351;Samantha Gardner;GDC-755;44
254;2025-05-14 23:16:39.805351;Bobby Guerrero;GDC-755;45
255;2025-05-14 23:17:39.805351;Lance Simmons;KMW-910;50
256;2025-05-14 23:18:39.805351;Heather Williams;SBF-202;30
257;2025-05-14 23:20:39.805351;Heather Bolton;ZQL-512;32
258;2025-05-14 23:21:39.805351;William Gould;OMU-810;20
259;2025-05-14 23:23:39.805351;Mark Cox;IWG-144;25
260;2025-05-14 23:24:39.805351;Meghan Cisneros;PBC-653;12
261;2025-05-14 23:25:39.805351;Lawrence Harrington;RVU-203;20
262;2025-05-14 23:26:39.805351;Austin Osborne;KMW-910;32
263;2025-05-14 23:28:39.805351;James Bradley;QPE-713;20
264;2025-05-14 23:29:39.805351;Meghan Rush;CJJ-320;50
265;2025-05-14 23:29:39.805351;Phillip Berry;SBF-202;39
266;2025-05-14 23:29:39.805351;Jennifer Banks;IPF-206;24
267;2025-05-14 23:32:39.805351;Brian Fitzgerald;DTO-750;18
268;2025-05-14 23:34:39.805351;Mr. Justin Green III;IPF-206;34
269;2025-05-14 23:36:39.805351;Zachary Mitchell;MSR-904;10
270;2025-05-14 23:36:39.805351;Katherine Martinez;KYZ-571;26
271;2025-05-14 23:37:39.805351;Jodi Roach;TIH-107;43
272;2025-05-14 23:37:39.805351;Brandon Fleming;CBC-674;50
273;2025-05-14 23:38:39.805351;Emma Reed;FMX-611;12
274;2025-05-14 23:41:39.805351;Joshua Vance;TIH-107;23
275;2025-05-14 23:42:39.805351;Michelle Ho;LDX-026;13
276;2025-05-14 23:44:39.805351;Rebecca Hicks;BGR-219;34
277;2025-05-14 23:45:39.805351;Curtis Taylor;KMW-910;27
278;2025-05-14 23:46:39.805351;Allison Spencer;CJJ-320;42
279;2025-05-14 23:46:39.805351;Robert Arnold;IPF-206;46
280;2025-05-14 23:51:39.805351;Angelica Parker;CJJ-320;40
281;2025-05-14 23:53:39.805351;Dr. Kelly Hammond DVM;KMW-910;24
282;2025-05-14 23:54:39.805351;William Day;CBC-674;6
283;2025-05-14 23:56:39.805351;Michael Cooper;SBF-202;45
284;2025-05-15 00:01:39.805351;Penny Bowman;TOT-453;8
285;2025-05-15 00:03:39.805351;Vincent Reynolds;HZP-570;50
286;2025-05-15 00:09:39.805351;Amy Martinez;ACG-657;2
287;2025-05-15 00:09:39.805351;Christopher Morris;KYZ-571;49
288;2025-05-15 00:10:39.805351;Hannah Everett;GDC-755;10
289;2025-05-15 00:10:39.805351;Sarah King;DTO-750;26
290;2025-05-15 00:10:39.805351;Krista Martinez;BJZ-598;49
291;2025-05-15 00:12:39.805351;Joseph Shaw;VZN-169;10
292;2025-05-15 00:14:39.805351;Todd Moore;BNW-008;41
293;2025-05-15 00:16:39.805351;Michelle Jacobs;OMU-810;26
294;2025-05-15 00:17:39.805351;Kristy Bryan;SZT-516;6
295;2025-05-15 00:18:39.805351;Angel May;KYZ-571;39
296;2025-05-15 00:20:39.805351;Marilyn Wang;LWO-098;12
297;2025-05-15 00:21:39.805351;Mark Jimenez;MSR-904;31
298;2025-05-15 00:21:39.805351;Donna Frye;FMX-611;20
299;2025-05-15 00:25:39.805351;Dr. Michael Evans;MSR-904;48
300;2025-05-15 00:25:39.805351;Anthony Gonzales;BNW-008;33
301;2025-05-15 00:25:39.805351;Mr. Lawrence Edwards;CBC-674;5
302;2025-05-15 00:26:39.805351;Morgan Valencia;DTO-750;43
303;2025-05-15 00:29:39.805351;Bianca Wood;KMW-910;32
304;2025-05-15 00:29:39.805351;Emma Owens;SBF-202;9
305;2025-05-15 00:30:39.805351;David Davis;GDC-755;19
306;2025-05-15 00:31:39.805351;James Gilbert;CJJ-320;18
307;2025-05-15 00:31:39.805351;Sean Moore;IWG-144;38
308;2025-05-15 00:31:39.805351;Kenneth Edwards;CBC-674;31
309;2025-05-15 00:35:39.805351;Kathleen Robertson;SZT-516;48
310;2025-05-15 00:36:39.805351;Mr. Alexander Landry MD;MSR-904;35
311;2025-05-15 00:40:39.805351;Cindy Gomez;LWO-098;12
312;2025-05-15 00:41:39.805351;Johnny Khan;IPF-206;47
313;2025-05-15 00:43:39.805351;Julie Herrera;KYZ-571;23
314;2025-05-15 00:45:39.805351;Jessica Khan;BGR-219;26
315;2025-05-15 00:46:39.805351;Pamela Diaz;LWO-098;12
316;2025-05-15 00:46:39.805351;Kelly Lee;CJJ-320;7
317;2025-05-15 00:46:39.805351;Angel Gordon;DTO-750;8
318;2025-05-15 00:53:39.805351;Diana Hays;LDX-026;14
319;2025-05-15 00:54:39.805351;Barbara Hester;LHW-714;37
320;2025-05-15 00:55:39.805351;Robert Morgan;HZP-570;38
321;2025-05-15 00:57:39.805351;Nicole Gonzalez;BGR-219;41
322;2025-05-15 00:58:39.805351;Kathryn Williams;BNW-008;5
323;2025-05-15 00:58:39.805351;Gary Wells;LWO-098;16
324;2025-05-15 01:01:39.805351;Larry Robertson;MSR-904;35
325;2025-05-15 01:01:39.805351;Louis Martin;QJJ-229;14
326;2025-05-15 01:02:39.805351;Nancy Evans MD;GDC-755;13
327;2025-05-15 01:03:39.805351;Kim Erickson;VZN-169;40
328;2025-05-15 01:04:39.805351;Robert Richardson;DTO-750;27
329;2025-05-15 01:05:39.805351;Veronica Silva;LWO-098;21
330;2025-05-15 01:08:39.805351;Molly Watts;ACG-657;45
331;2025-05-15 01:10:39.805351;John Coffey;MSR-904;25
332;2025-05-15 01:11:39.805351;Paula Lane;FMX-611;48
333;2025-05-15 01:11:39.805351;Lauren Jackson;IWG-144;19
334;2025-05-15 01:12:39.805351;Lisa Randall;FMX-611;6
335;2025-05-15 01:15:39.805351;Michael Johnson;OMU-810;11
336;2025-05-15 01:15:39.805351;Ashley Smith;OMU-810;9
337;2025-05-15 01:16:39.805351;Christian Vaughn;MSR-904;27
338;2025-05-15 01:17:39.805351;Reginald Knapp;TIH-107;21
339;2025-05-15 01:18:39.805351;Nancy Brown;KMW-910;26
340;2025-05-15 01:19:39.805351;Daniel Nguyen;LHW-714;16
341;2025-05-15 01:19:39.805351;Kelly Edwards;PBC-653;19
342;2025-05-15 01:19:39.805351;Thomas Peterson;LWO-098;13
343;2025-05-15 01:24:39.805351;Raymond Le;HZP-570;44
344;2025-05-15 01:24:39.805351;Melissa Bishop;KYZ-571;31
345;2025-05-15 01:25:39.805351;David Grant;IWG-144;14
346;2025-05-15 01:27:39.805351;William Evans;SZT-516;24
347;2025-05-15 01:28:39.805351;Daniel Bush;BJZ-598;31
348;2025-05-15 01:31:39.805351;Gregory Peck;GDC-755;31
349;2025-05-15 01:32:39.805351;Denise Martinez;TIH-107;16
350;2025-05-15 01:33:39.805351;Jamie Baird;GDC-755;25
351;2025-05-15 01:33:39.805351;Tina Ballard;TIH-107;24
352;2025-05-15 01:36:39.805351;Dwayne Klein;LDX-026;27
353;2025-05-15 01:37:39.805351;Jeremy Scott;IPF-206;17
354;2025-05-15 01:37:39.805351;Dale Ryan;BGR-219;5
355;2025-05-15 01:38:39.805351;Melissa Taylor;YWV-308;17
356;2025-05-15 01:39:39.805351;Laurie Sanchez;VZN-169;21
357;2025-05-15 01:40:39.805351;Kiara Little;GDC-755;26
358;2025-05-15 01:41:39.805351;Jason Love;YWV-308;32
359;2025-05-15 01:42:39.805351;Randy Smith;DTO-750;8
360;2025-05-15 01:43:39.805351;Tanya Russell;VZN-169;7
361;2025-05-15 01:45:39.805351;Sherry Woods;CJJ-320;7
362;2025-05-15 01:49:39.805351;Victor Morris;OMU-810;32
363;2025-05-15 01:49:39.805351;Susan Davis;MSR-904;6
364;2025-05-15 01:50:39.805351;Kimberly Sharp;LDX-026;9
365;2025-05-15 01:51:39.805351;Susan Thompson;TOT-453;1
366;2025-05-15 01:51:39.805351;Casey Gillespie;BNW-008;34
367;2025-05-15 01:52:39.805351;Jennifer Simpson DVM;DTO-750;26
368;2025-05-15 01:53:39.805351;Tammy Mcdowell;HZP-570;13
369;2025-05-15 01:56:39.805351;Keith Rodriguez;OMU-810;16
370;2025-05-15 01:58:39.805351;Mrs. Virginia Daniels;LWO-098;48
371;2025-05-15 01:58:39.805351;Todd Rosales MD;TIH-107;23
372;2025-05-15 01:59:39.805351;Brian Martin;IPF-206;10
373;2025-05-15 02:00:39.805351;David Lopez;SZT-516;5
374;2025-05-15 02:00:39.805351;Rachel Bradley;IWG-144;9
375;2025-05-15 02:02:39.805351;Casey Chase;VZN-169;35
376;2025-05-15 02:02:39.805351;Samantha Robertson;LWO-098;48
377;2025-05-15 02:04:39.805351;Michael Lopez;OMU-810;13
378;2025-05-15 02:06:39.805351;Franklin Wright;IPF-206;38
379;2025-05-15 02:08:39.805351;David Molina;VZN-169;33
380;2025-05-15 02:10:39.805351;Elizabeth Sharp;QJJ-229;28
381;2025-05-15 02:10:39.805351;Matthew Schwartz;HZP-570;36
382;2025-05-15 02:11:39.805351;Bryan Parker;PBC-653;21
383;2025-05-15 02:12:39.805351;Jonathan Jacobson;TOT-453;3
384;2025-05-15 02:12:39.805351;Emily Wilson;VZN-169;20
385;2025-05-15 02:13:39.805351;Elizabeth Mendez;OMU-810;27
386;2025-05-15 02:23:39.805351;Casey Hernandez;TOT-453;6
387;2025-05-15 02:26:39.805351;Lisa Perry;GDC-755;19
388;2025-05-15 02:26:39.805351;Kaitlin Medina;KMW-910;43
389;2025-05-15 02:29:39.805351;Colleen Wright;PBC-653;35
390;2025-05-15 02:33:39.805351;Shelley Miller;SZT-516;42
391;2025-05-15 02:34:39.805351;Michael Miller;ACG-657;3
392;2025-05-15 02:35:39.805351;Amy Kelley;DTO-750;45
393;2025-05-15 02:36:39.805351;Laura Hernandez;ACG-657;49
394;2025-05-15 02:38:39.805351;Joseph Wilson;TOT-453;15
395;2025-05-15 02:40:39.805351;Kevin Davis;CJJ-320;41
396;2025-05-15 02:41:39.805351;Rhonda Chavez;KMW-910;20
397;2025-05-15 02:42:39.805351;Joyce Brown;TIH-107;4
398;2025-05-15 02:42:39.805351;Robert Cummings;HZP-570;34
399;2025-05-15 02:42:39.805351;Robert Reese;CJJ-320;36
400;2025-05-15 02:44:39.805351;Amber Cooper;DTO-750;44
401;2025-05-15 02:45:39.805351;Zachary Michael;YWV-308;46
402;2025-05-15 02:46:39.805351;Timothy Johnson;ZQL-512;35
403;2025-05-15 02:47:39.805351;Randy Cannon;LHW-714;35
